Net-Reward,Reached
4.25,1
4.625,1
2.8125,1
5.5,1
3.25,0
3.8,1
3.9166666666666665,1
3.6666666666666665,1
3.4,1
4.5,1
3.111111111111111,1
4.5,1
3.3125,1
4.0,1
3.8,1
3.6666666666666665,1
3.111111111111111,1
4.5,1
4.214285714285714,1
4.0,1
3.0,1
3.111111111111111,1
2.7222222222222223,1
3.4285714285714284,1
3.2777777777777777,1
5.875,1
3.4285714285714284,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
2.625,1
4.0,1
3.125,1
3.25,1
3.4285714285714284,1
4.5,1
4.5,1
3.25,1
5.875,1
4.0,1
4.1,1
3.111111111111111,1
4.5,1
3.642857142857143,1
4.5,1
3.6666666666666665,1
3.6666666666666665,1
3.4285714285714284,1
3.4285714285714284,1
3.4285714285714284,1
4.0,1
4.5,1
3.6666666666666665,1
4.0,1
3.5,1
4.0,1
4.5,1
4.5,1
3.25,1
5.5,1
3.6666666666666665,1
4.5,1
4.5,1
3.6666666666666665,1
3.2857142857142856,1
3.4285714285714284,1
2.2,1
4.0,1
4.3,1
3.4285714285714284,1
3.25,1
3.4285714285714284,1
3.4285714285714284,1
3.0,1
4.5,1
3.6666666666666665,1
3.6666666666666665,1
2.3333333333333335,1
4.0,1
3.2857142857142856,1
4.5,1
2.8333333333333335,1
4.0,1
3.8,1
3.6666666666666665,1
3.9166666666666665,1
3.0714285714285716,1
4.166666666666667,1
5.25,1
3.0,1
3.111111111111111,1
4.0,1
5.5,1
3.5,1
4.5,1
3.0714285714285716,1
4.5,1
3.111111111111111,1
